,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
28636,Late Last Night,1999,insufficient sample,2.0,Missing,Missing,Missing,Missing,"After a fight with his wife, who's leaving him, Dan's day is getting worse by the minute. He calls an old friend for a night of binge drinking and intoxication. They start a cathartic ride through the city's underbelly."
28637,Heavy Petting,2007,0.2777777777777778,18.0,insufficient sample,6.0,Missing,Missing,"Charlie thinks he's met the perfect woman, but in order to be with her, he must first get past her dog. Just when he thinks all is lost, he realizes that he loves the dog too! Now he must do everything he can to keep them both."
28638,Giving It Up,1999,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Meet Ralph, charismatic New York adman about town. Encouraged by his sexist boss and unlucky-in-love buddy Peter, Ralph's life revolves around the pursuit of the opposite sex. Enter his match, smart and beautiful account executive Elizabeth, who is put off by his sex-obsessed ways, convincing Ralph to see a therapist. Just when a relationship between the two begins to flourish, Ralph gets thrown together with supermodel Amber. Now Ralph has to decide whether to change his player-like ways or risk losing the one woman he truly loves."
28639,Knots,2004,Missing,Missing,insufficient sample,8.0,Missing,Missing,"A male-centric take on contemporary relationships, where three guy friends look for love and commitment."
28640,General Education,2012,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,"Levi Collins is set to go to the local University on a tennis scholarship, but he forgot to tell his parents one thing - he didn't graduate. As a result, he must take summer school before his mom and dad discover he's failed senior science. At school, Levi falls in love with his classmate, Katie, and learns that he has to make a choice between playing tennis and receiving a proper education. General Education is a quirky comedy about a family learning to grow together."
28641,Fast Girl,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Racing is in Alex Johnstone's (Mircea Monroe) blood. It was her father s life and it ultimately caused his death so her uncle Bill (Dwier Brown), who runs the local speedway, is determined not to lose his niece the way he lost his brother. But Alex is determined to prove to Bill, to the world, and especially to herself that she has what it takes to be the best in a traditionally male-dominated sport. And when she meets up with handsome professional racecar driver Darryl Sands (Justin Guarini), the emotional stakes are raised even higher. Will Alex crash and burn or can she carry on her dad s legacy and make her dreams come true?"
28642,Justin Time,2010,Missing,Missing,insufficient sample,1.0,Missing,Missing,"An ancient stone amulet and calendar disc has the power to stop time. Passed from generation to generation, these magical artifacts end up in the hands of an 18-year-old half Shoshoni Indian named Justin, who chooses to to use his power to make the world a better place."
28643,Shooting Star,2007,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Sierra Young is a rising ingénue, making $10 million per picture. She's also a spoiled brat, partying all night, complaining on the set, unable to perform well. After a tantrum, in which she gets two black eyes, the director has her sent to a rehab clinic in a remote Utah town. Within a day, she's run away and is taken in by Nettie, who runs a bed and breakfast inn. Sierra also meets Nettie's grandson, Tyler, head of the local community theater. Sierra invents a name, tells Nettie a wild story, and reads for a part in Tyler's production of ""Taming of the Shrew."" Meanwhile, her entourage hires a private eye to find her. In a small town of real people, will she find herself first?"
28645,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,2004,Missing,Missing,Missing,Missing,Missing,Missing,"A hilarious collection of some of the best Triumph the Insult Comic Dog segments from ""Late Night with Conan O'Brien."""
28647,Knight Rider,2008,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"When a group of ruthless mercenaries kill a reclusive scientist, his creation, a new model of artificially intelligent supercar, escapes to find his daughter and recruit a ex-soldier to thwart them. Pilot for the reboot of the television series Knight Rider."
28648,Cheats,2002,0.3333333333333333,12.0,0.46153846153846156,13.0,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","While other kids buy into countless hours of studying just so they can get a mark in some teacher's report book, Handsome Davis sees it as nothing more than a system of control over your mind. That's why Handsome and his three best friends Sammy, Victor and the cribsheet genius Applebee have banded together and found ways to cheat on their tests all through their school years."
28650,The Dukes of Hazzard: The Beginning,2007,insufficient sample,4.0,Missing,Missing,Missing,Missing,"Cousins Bo, Luke and Daisy are sent to Hazzard County, Georgia for the first time to live with their Uncle Jesse. Jesse is a farmer and a moonshiner and is constantly battling his old rival Boss Hogg who is the corrupt city commissioner of the small town."
28651,Drumline: A New Beat,2014,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,A girl from New York attends a college in Atlanta to join their once-famous marching band.
28652,Casual Encounters,2016,Missing,Missing,insufficient sample,5.0,Missing,Missing,"When Justin's girlfriend of 5 years leaves him heartbroken and embarrassed after a public breakup, his trying to be helpful but somewhat misguided friends talk him into the strange world of on-line dating."
28654,Costa Rican Summer,2010,Missing,Missing,insufficient sample,4.0,Missing,Missing,"A titillating teen comedy, a young surfer and his friends head to Costa Rica to save his beautiful aunt's beach motel, resurrect an old surf champion and find enough waves and women to make for a totally tasty time."
28655,Chris Rock: Never Scared,2004,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Chris Rock, the three-time Emmy Award-winner, comedian, actor, and host of HBO's acclaimed The Chris Show, stars in his fourth solo stand-up special for HBO, Chris Rock: Never Scared. Featuring his unique, insightful, and hilarious views on a host of social, political and, celebrity issues, Rock confirms his stature as the leading comic of our time."
28656,Dolphins,2007,Missing,Missing,insufficient sample,5.0,Missing,Missing,"High-octane romance set in the recognizable - and sometimes gritty - world of Brighton's homegrown youth, as Boy Racer gangs uneasily coexist with the Indie scene."
28657,Christmas Mail,2010,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing,"In this holiday romantic comedy, a mysterious woman who works at the post office answering Santa's mail captures the heart of a disillusioned postal carrier"
28658,Demolition University,1997,Missing,Missing,insufficient sample,5.0,Missing,Missing,College students on a field trip encounter terrorists planning to poison the city's water supply.
28659,Amors Baller,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Swedish Lucas moves from Stockholm to a small Norwegian town, and immediately falls in love with Susanne, the goal keeper of the local girls' soccer team. He becomes axquanted with the overweight, sex-fixated son of the coach. With him as a sparring partner, Lukas hatches a plan for winning Susanne's heart. But Susanne has a boyfriend, and Lucas soon comes to realize that the road to love may be paved with lies and animosity. Cupid's Balls is packed with humour, romantic summer nights and fervent conflicts both off an on the soccer field."
28660,Breakfast With Jonny Wilkinson,2013,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Greyhawks Rugby Club is under threat from land developers, and Dave's position as chairman is being challenged by an extremely loud Australian. The faithful few have gathered on the morning before the election to watch England in the Rugby World Cup Final and tensions are running high for more reasons than one Why does Jake, the first team prodigy, leave the room every time Jonny Wilkinson takes a kick?"
28661,Deal of a Lifetime,1999,Missing,Missing,insufficient sample,8.0,Missing,Missing,The agent for the Devil takes the soul of a high school sophomore in exchange for a date with the most popular girl on campus.
28662,Counterstrike,2002,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"A Secret Service agent and his brother, a reckless ATF agent, try to stop a group of extreme right-wing U.S. military mercenaries, led by a fanatic Taiwanese vixen, who hijack the Queen Mary 2 ocean liner with the U.S. and Chinese presidents on board with the aim to steal China's nuclear codes to arm China's ICBM missiles to use as bargaining chips for their personal crusade against China."
28664,Before You Say 'I Do',2009,Missing,Missing,Missing,Missing,Missing,Missing,"George Murray's fiancée Jane Gardner gets cold feet after accepting his ring, terrorized by her first wedding with Doug, who cheated that very day with their wedding coordinator. After a car crash, George finds himself 10 years in the past, just days before Doug's day."
28665,A la mala,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Maria Laura ""Mala"" is an actress with little luck, but she is successful working for other women, seducing their boyfriends to know if they are faithful or not. But everything changes when her dream to perform in her acting career depends on a job to be performed with Santiago who breaks the pattern and shakes her professional convictions."
28666,Alchemy,2005,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,Can an university computer scientist (Cavanagh) make a woman fall in love with his interactive computer before she succumbs to a well-known professor?
28668,Abel's Field,2012,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Seth McArdle (Samuel Davis) is a high school senior with an especially full plate. Not only must he navigate the usual social and academic pitfalls of high school, but he has to contend with his young twin sisters, serving as de facto parent in the absence of his deceased mother and deadbeat father. The pressure mounts when the bank calls with a foreclosure warning, and Seth's frustrations spill over into various altercations with the school football team.  An exasperated coach exiles Seth to work after school with Abel the eccentric groundskeeper (Kevin Sorbo). Their relationship starts off cold and rocky, but as the two spend more time together, they realize they have more in common than either thought. The downside: it's pretty much pain and sadness that they share. The upside: God loves them."
28669,Bank$tas,2014,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,"Life could not be better for best friends Neal and Isaac. They just graduated college and landed their dream job with a top investment bank. But when they discover their boss is planning a crooked student loan deal, their lives are thrown into turmoil. Determined to stop the corrupt plan, they concoct a crazy scheme of sex, drugs and espionage resulting in a wildly chaotic adventure."
28670,A Heartbeat Away,2011,Missing,Missing,insufficient sample,6.0,Missing,Missing,A young aspiring rock guitarist is forced to become the musical director of the local marching band when his father is hit by a bus just four weeks before a major competition.
28671,A Bela e o Paparazzo,2010,Missing,Missing,Missing,Missing,Missing,Missing,"Telenovela star Mariana is on the verge of a nervous breakdown: shooting is not going smoothly, her popularity is waning, and she is forever being hounded by paparazzi. Frustrated, Mariana can't find out who is responsible for these invasions of her privacy. It is the feared 'Paparazzo' Gabriela Santos, who's real name is Juan. One day, Juan and Mariana meet by chance and fall in love. Now Juan must do everything he can to prevent Mariana from discovering his true identity."
28673,Abel,2010,insufficient sample,9.0,insufficient sample,2.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"When 9-year-old Abel assumes his absent father's role as man of the house, he garners his family's respect, and life resumes a comfortable rhythm -- until a man arrives at the house, claiming he's the long-lost patriarch"
28676,A2,2001,Missing,Missing,Missing,Missing,Missing,Missing,"A2 is a continuation of director Tatsuya Mori's film A (1998), an incredible view inside the compound of Japan's Aum Shinrikyo cult after its leaders carried out the deadly sarin gas attacks on the Tokyo subway in 1995. Most followers had no idea that the attacks were being planned, or even that their new religion had violent aspirations. After the attacks, these followers were left to rebuild the religion where they had once found peace in the face of overwhelming, and understandable, condemnation from the rest of Japan. Central focus is placed on Hiroshi Araki, a young man who finds himself elevated to chief spokesman for Aum after its leaders are arrested. Araki faces extreme hostility from the Japanese public, who find it hard to believe that most followers of the cult had no idea of the attacks and even harder to understand why these followers remain devoted to the religion, if not the violence."
28677,My Honor Was Loyalty,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Captain Ludwig Herckel a devoted and patriotic soldier of the SS Leibstandarte fights in every major conflict from the Eastern front to the battle of the bulge. Fiercely loyal to his country and his brothers in arms, loved by his men, Herckel will face his greatest battle yet when he discovers the truth about the Nazi regime."
28678,Tamala 2010: A Punk Cat in Space,2002,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Tamala is a cat living on Planet Cat Earth in the Feline Galaxy. In attempt to leave the Feline Galaxy, which is practically owned by a mega corporation called Catty & Co., she crashes on the violence-ridden Planet Q where she meets Michelangelo. Together they have fun, while Tamala seaches for her connections to Catty & Co. and her mysterious homeworld Orion"
28679,The Saddest Boy in the World,2006,Missing,Missing,Missing,Missing,Missing,Missing,"Timothy Higgins, the saddest boy in the world, prepares to hang himself at his ninth birthday party."
28682,22 Minuty,2014,Missing,Missing,Missing,Missing,Missing,Missing,22 minutes got Russian marine to free a hijacked oil tanker far from shore.
28683,Parliament Funkadelic: One Nation Under a Groove,2005,Missing,Missing,insufficient sample,3.0,Missing,Missing,"One Nation Under A Groove - P-Funk Documentary 2005  Known to its legions of fans simply as P-Funk, Parliament Funkadelic has had a profound impact on the development of contemporary music, aesthetics and culture. PARLIAMENT FUNKADELIC: One Nation Under a Groove chronicles the unique alchemy of the musical influences that fed into the band`s singular approach to music, documenting P-Funk`s continuing influence on today`s artists and musicians and featuring an in-depth look at the musical and entrepreneurial mastermind of its leader George Clinton."
28687,Lille Mand,2006,Missing,Missing,Missing,Missing,Missing,Missing,Young Matthias was in school assignment to write an essay on any subject. The boy decides to go with the responsibility to implement it - he wants to make a guide to communicating with girls. But where to get the information he needs? Can the attitude of boys and girls be defined by rules? So Matthias decides to conduct his own research.
28690,The Hunter's Prayer,2017,Missing,Missing,0.3684210526315789,19.0,Missing,Missing,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.
28691,Legok na Pomine,2014,Missing,Missing,insufficient sample,3.0,Missing,Missing,After getting approval to sell the old mansion young realtor starts to experience very strange things...
28692,Alive in Joburg,2005,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing,"A documentary-style short film about the arrival of an alien spaceship over Johannesburg, South Africa."
28693,Spielzeugland,2007,Missing,Missing,insufficient sample,5.0,Missing,Missing,"On a winter morning, a mother goes to waken her son Heinrich; his bed is empty. She leaves her flat to find him. The neighbors' door, with a Star of David painted on it, is ajar, the furnishings in disarray, the family gone. She asks passersby, runs to the police then on to the rail yard. Flashbacks show that Heinrich and the neighbors' son Paul are six years old and best friends. Paul's family's deportation is expected soon; Heinrich's mother tells her son that they're going to Toyland. Heinrich wants to go with them, has a bag packed, and listens for their departure. His mother realizes he's joined them, and her resolve becomes more urgent. Will she arrive in time to save Heinrich?"
28694,Ostrov Vezeniya,2013,Missing,Missing,insufficient sample,2.0,Missing,Missing,A funny comedy about three young girls and one man who are stuck on inhabited island.
28695,Bodywork,2001,Missing,Missing,0.18181818181818182,11.0,Missing,Missing,"Virgil Guppy buys a sleek-looking used Jaguar, but the car turns out to be a lemon. Unfortunately, that's just the start of his problems; a dead prostitute is discovered in the trunk, and Virgil is accused of her murder. Aided by a dysfunctional family of thieves, unorthodox police procedure and some clever body work of his own, he sets out to clear his name."
28698,Beatriz at Dinner,2017,insufficient sample,6.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Beatriz, an immigrant from a poor town in Mexico, has drawn on her innate kindness to build a career as a health practitioner. Doug Strutt is a cutthroat, self-satisfied billionaire. When these two opposites meet at a dinner party, their worlds collide, and neither will ever be the same."
28700,The Black Room,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing,Paul and Jennifer Hemdale have just moved into their dream house. But their happy marriage is about to be put to the test as they slowly discover the secret behind the black room in the cellar. Something else is already living in their new home and it is growing stronger every day.
28701,Get Me Roger Stone,2017,Missing,Missing,insufficient sample,2.0,Missing,Missing,"From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story."
28702,AfterDeath,2015,insufficient sample,1.0,insufficient sample,1.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"Five young people wake up dead. Washed up by the tide they scramble to an abandoned beach house, soon realizing that the perpetual night and blasts of pain suggest this is some version of hell. Between in-fighting and attacks by a demonic shadow creature, they recall the collapse of the nightclub that brought them here - and begin seeing hope of a second chance in the cabin's two mysterious paintings..."
28704,Rock n' Roll Nerd,2008,Missing,Missing,Missing,Missing,Missing,Missing,"ROCK N ROLL NERD is an intimate tale that charts Tim Minchin’s meteoric rise from obscurity to celebrity. Capturing every moment of Tim’s first frenzied break onto the comedy scene the documentary weaves never-before-seen performance footage, backstage antics, home footage and candid interviews into a funny and deeply personal story of love and ambition."
28705,Life Cycles,2010,Missing,Missing,Missing,Missing,Missing,Missing,"Life Cycles tells a spectacular story of the bike, from its creation to its eventual demise. A visually stunning journey, with thought provoking narration, Life Cycles uses Ultra HD to document the many stories surrounding the mountain bike and its culture. Ride along into breath taking natural settings, as we battle the elements, showcase the progression of riding, take a road trip, fix the bike, and show the destruction and eventual creation of trails. Semenuk, Hopkins, Schwartz, McIntosh, McCaul Agassiz, Hunter and Vanderham guide you through this wonderful story. Life Cycles is a celebration of the bicycle, and is sure to entertain anyone who has ever ridden one."
28706,Kiss at Pine Lake,2012,Missing,Missing,0.4166666666666667,12.0,Missing,Missing,"A boy and a girl fall in love during summer camp and promise to stay in touch, but they don't. Fifteen years later they meet again in the same camp under very different circumstances. What will happen to the camp and will they try again?"
28707,Perth: The Geylang Massacre,2004,Missing,Missing,Missing,Missing,Missing,Missing,"Perth is the journey into the heart of Harry Lee, a 51-year-old part-time security guard and taxi driver. He belongs to a redundant generation, eclipsed by a fast-paced, elitist society that is mesmerized with education and status. Harry desires to leave the antiseptic streets of Singapore for his paradise on earth in Western Australia. His attempt to migrate is complicated when he takes on a job ferrying prostitutes. This evokes painful memories from his past. When he takes an unhealthy interest in a Vietnamese prostitute, it awakens a dark and dangerous attempt at personal redemption. The film tackles an extremely topical issue of emigration in Singapore. It is peppered by denizens of the underbelly of Singapore society, reflecting the multicultural idiosyncrasies of a seemingly pristine city. More importantly, it is a personal journey of a flawed man in a society that does not tolerate failure..."
28708,Paris Ã  tout prix,2013,Missing,Missing,insufficient sample,5.0,Missing,Missing,"Maya is living the ultimate fashionistas dream: she is working as a stylist for one of the French trend setters, in the capital of haute-couture: Paris.  One of the IT girls of fashion, shes following her dreams until one night, when her life takes a sudden turn: shes being deported back to Morocco, after being stopped for over speeding, because her Visa expired some time ago.  So in no more than 24 hours, shes deported back to her family and original country. The strong cultural shock and the judgmental differences are pushing the woman to obtain back her place in the city of dreams and her dreams, no matter the costs. But that doesn't mean she will have to return alone, as she finds other things also among her way back to the city."
28710,Casper: A Spirited Beginning,1997,insufficient sample,2.0,0.15384615384615385,13.0,Missing,Missing,"A prequel to the first animated/live-action Casper feature, Casper: A Spirited Beginning introduces the friendliest ghost you'll ever know and explains how Casper met and befriended the other ghouls at Applegate Manor. After being stranded, Casper meets young Chris Carson, a lonely kid who decides to teach Casper how to be a proper ghost"
28711,Trece campanadas,2002,Missing,Missing,insufficient sample,10.0,Missing,Missing,"Jacobo is a young sculptor that returns to native city, Santiago of Compostela, to see his mother, locked up a psychiatric hospital for to kill to her husband, when he believed she dead years ago. To their arrival, visions of Mateo, his dead father eighteen years ago, begin to persecute to him, since his father died by shot gun, peculiarly, when thirteen peals sounded in the cathedral, fact what obsesses to Jacobo. After watching several times, Mateo convinces his son to make the work for the cathedral that his father couldn't finish in life, but what begins as a simple work becomes a madness spiral when Jacobo discovers the true intentions of the ghost of his father: to kill to his son to usurp his body to finish the statue, and after to return to the life."
28712,Mia et le Migou,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Mia and the Migoo (French: Mia et le Migou) is a 2008 French animated film produced by Folimage and directed by Jacques-Rémy Girerd, about a young girl's search for her father in a tropical paradise threatened by the construction of a gigantic hotel resort. The film won the European Film Award for Best Animated Feature at the 22nd European Film Awards. An English-language version with American voice actors had a limited released in the United States on 27 March 2011. Whoopi Goldberg, Matthew Modine, Wallace Shawn, and James Woods, are four of the many talented actors who contribute."
28715,8 Pervykh Svidaniy,2012,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"Vera is a TV star, her fiancé Constantine - a professional tennis player. They're going to get married soon. Veterinarian Nikita and beautiful surgeon Ilona are also in a hurry to formalize the relationship. But one crazy morning destroy all their plans."
28717,Coursier,2010,insufficient sample,2.0,Missing,Missing,Missing,Missing,"From multicultural Paris to designer Paris, Montmartre to the Champs-Elysées, sleazy sidewalks to high-end galleries... Watch out! Sam the courier is a man on a mission! On his scooter, Sam breaks every rule of the road to make good on the ""express delivery"" promise of the courier service he works for. But however hard he tries, Sam never gets a bonus from his boss, never beats his slicker colleagues and never gets past his Dad, a cop who books him every time. All Sam has up is Nadia, and she will turn on him if he doesn't show up for her sister's wedding. Trouble is, Sam has one more delivery to make and his day has just gone from bad to worse..."
28718,Payback: Straight Up,2006,0.07142857142857142,14.0,0.36363636363636365,11.0,Missing,Missing,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be."
28719,Ne Nado Pechalitsya,2010,Missing,Missing,insufficient sample,3.0,Missing,Missing,The adventures of the people living in a small village on a border between Russia and Belarus.
28720,Na Igre 2. Novyy Uroven,2010,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"The continuation of the adventures of the heroes of ""Hooked on the Game""."
28721,My Iz Budushchego 2,2010,Missing,Missing,Missing,Missing,Missing,Missing,"Two young Russian historians are going to Ukraine to take part in the reconstruction of the Lvov-Sandomierz operation in July 1944. On sight they fall into conflict with Ukrainian nationalists, and some magical twist of fate, move into the middle of real warfare from more than 60 years. Miraculously avoiding death at the hands of Ukrainian nationalists, caught in the middle of fighting between the Red Army and the Nazis."
28722,World Builder,2007,Missing,Missing,Missing,Missing,Missing,Missing,"""World Builder"" is a short film by Bruce Branit (co-creator of ""405"") in which a man uses holographic tools to create a virtual world for a woman he loves. The filming was completed in a single day, but the post-production computer graphics required 2 years."
28724,Lyubov V Bolshom Gorode 2,2010,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"Our three hapless heroes - Igor, Artyom, and Sauna - return for another lesson from St. Valentine. This time they must learn the true value of fatherhood."
28727,Sea Monsters: A Prehistoric Adventure,2008,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"Journey 80 million years back in time to an age when mighty dinosaurs dominated the land - and an equally astonishing assortment of ferocious creatures swam, hunted, and fought for survival beneath the vast, mysterious prehistoric seas."
28728,Nightmare City 2035,2007,Missing,Missing,insufficient sample,10.0,Missing,Missing,
28730,Boone: The Bounty Hunter,2017,insufficient sample,3.0,0.1875,16.0,Missing,Missing,"When fame-seeking reality show bounty hunter, Boone, attempts to bring down a drug lord and his empire, he uncovers more than he bargains for and learns that justice means more than ratings."
28731,Pitbull. Niebezpieczne kobiety,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,Two new female police officers struggle to survive a force filled with corrupt superiors and the brutal world of the criminal mafia.
28732,Psy,1992,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"In good old days Franz Maurer and his partners from secret police used to live like kings. Now, they all must adapt to new post-communist environment where they are scorned and losing all the privileges. Some, like Franz, are like ordinary police fighting against drug dealers. But Franz would soon find that some of his friends are on the other side."
28735,Despicable Me 3,2017,insufficient sample,3.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.
28736,Ostatnia rodzina,2016,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"Beksiński is a gentle man with arachnophobia, despite his hardcore sexual fantasies and his fondness for painting disturbing dystopian works. Beksiński is a family man who wants only the best for his loving wife Zofia, neurotic son Tomasz and the couple's aging mothers. His daily painting to classical music eventually pays off and he makes a name for himself in contemporary art. Good Catholic woman Zofia tries to hold the family together, but troubled son Tomasz proves to be a handful with his violent outbursts and suicidal threats. Their relief is brief when he starts dating women and becomes a radio presenter and movie translator, and the concerned parents must be on constant watch to prevent their son from hurting himself. But Beksiński never believed that family life would always be sunshine and rainbows. As he tapes everything with his beloved camcorder, the 28-year Beksiński saga unfolds through paintings, near-death experiences, dance music trends and funerals..."
28737,Karbala,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"On 3 April 2004, during the holiday of Ashura, Iraqi rebels loyal to Shiite leader Muktada As-Sadr, launched an insurgency in the Polish zone. The Poles, together with Bulgarian soldiers and Iraqi police, were given the task of defending City Hall, led by Lieutenant colonel Grzegorz Kaliciak. The clash developed into the biggest Polish engagement since World War II. Not a single allied soldier died, although about 80 insurgents were killed in a counter-attack."
28739,Noc Walpurgi,2015,Missing,Missing,Missing,Missing,Missing,Missing,"An aging opera star (Zajaczkowska) reluctantly allows an eager fan-boy of a journalist (Tłokínski) into her dressing room late one fateful night in 1969, following a Swiss performance of Puccini’s ""Turandot."" The young interviewer at first plays court jester to the haughty diva, but the testy encounter becomes by turns flirtatious, seductive, murderous, and cruel, as the role-playing evolves rapidly through permutations of master/slave, lover/suitor, and mother/son. The film’s symbolic Witches’ Sabbath title hints at the dark hysteria and enveloping evil that will emerge when the central tragedy of the singer’s past is revealed."
28740,War Don Don,2010,insufficient sample,7.0,Missing,Missing,Missing,Missing,"This gripping documentary follows the trial of Issa Sesay, a leader in Sierra Leone's civil war who stands accused of crimes against humanity. Can the trial of one man uncover the truth of a traumatic past?"
28742,Bachelor Games,2016,insufficient sample,4.0,insufficient sample,3.0,Missing,Missing,"Five British friends head to the Andes for a stag weekend. Of course, they’re unprepared, get lost – and inevitably ignore all warnings about the sinister local legend of the ‘The Hunter’."
28743,We Are X,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing,"As glam rock's most flamboyant survivors, X Japan ignited a musical revolution in Japan during the late '80s with their melodic metal. Twenty years after their tragic dissolution, X Japan’s leader, Yoshiki, battles with physical and spiritual demons alongside prejudices of the West to bring their music to the world."
28744,Rock Dog,2016,insufficient sample,4.0,insufficient sample,10.0,Missing,Missing,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events."
28746,Nevalyashka,2007,Missing,Missing,insufficient sample,1.0,Missing,Missing,Nevalyashka is a young and very successful boxer who is dreaming about the winning against the famous champion...
28747,Den' D,2008,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"A Russian remake of the '80s cult classic ""Commando"", where a retired special forces operative has to go on a final mission to rescue his daughter from the clutches of his old nemeses."
28750,Les Anges gardiens,1995,insufficient sample,5.0,Missing,Missing,Missing,Missing,"Gerard Depardieu plays a sleazy Paris nightclub owner and ex-detective who flies to Hong Kong to rescue the young son of a friend murdered by the Chinese mob. He leaves the boy in the hands of an earnest priest (Christian Clavier), who escorts him back to Paris. Soon Clavier and Depardieu are fighting it out, each shadowed by his good or evil guardian angel."
28751,The Levelling,2017,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing,Clover is finishing a veterinary course when her brother dies and she is called home to her family's struggling Somerset farm.
28752,Clown Service,2015,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"A heartbroken woman, desperate for a brighter mood, enlists the services of a traveling party clown."
28753,Ludo,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Four desperate teenagers. A night of sexy mayhem. The big city. Or so the plan goes, until a series of misadventures later, Babai, Pele, Ria and Payal end up in a locked shopping mall in the dead of the night. Alone at last... until an old couple appears out of nowhere with a piece of folded leather and a glass container with two dice made of bone. A game. Simple, but deadly. They call it Ludo. A game defiled by a young couple centuries ago. An unbreakable curse, a living board, eons of bloodbath spanning the subcontinent. A game that has reached this city. Not just monsters, but prisoners of fate. Immortal lovers existing under a curse that will not die. They live within the game. Blood must spill. Bone must shatter. Beware the rattle of the Ludo dice."
28755,The Saga of Biorn,2011,Missing,Missing,Missing,Missing,Missing,Missing,"An old Viking is determined to reach Valhalla, the warrior's afterlife full of excessive drinking and debauchery. To gain entry he has to die honorably in battle, but he discovers that the right death isn't so easy."
28756,The New Tenants,2009,insufficient sample,5.0,Missing,Missing,Missing,Missing,"A prying neighbor, a glassy-eyed drug dealer, and a husband brandishing both a weapon and a vendetta make up the welcome wagon. Set amidst the as-yet-unopened boxes and the hopes for a fresh start of two men on what might just be the worst moving day ever. Their new apartment reveals its terrifying history in a film that is by turns funny, frightening, and unexpectedly romantic."
28757,Le noeud cravate,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"A solitary man works in a tall office building. The only moment in his drab life that's out of the ordinary each year seems to be opening the birthday card and gift from his mother. Usually it's a tie, but one year it's an accordion. It goes into the closet with his many ties. A year or two later, he discovers what happens to the papers he processes every day. His discovery sends him first to the building's top floor, then to his closet."
28758,Tracktown,2017,0.4482758620689655,58.0,Missing,Missing,Missing,Missing,"A bright, talented and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off."
28763,Simon's Cat,2012,Missing,Missing,Missing,Missing,Missing,Missing,Simon's cat follows the silent-movie-like adventures of a cat and his owner and lots of others.
