,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
26567,Justin Timberlake + The Tennessee Kids,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing,"For Justin Timberlake it's the final two dates of his 20/20 Experience World Tour at the MGM Grand Garden Arena in Las Vegas. Surrounded by the 25 band members of The Tennessee Kids and featuring show-stopping performances from one of the highest-grossing tours of the decade, the film is a culmination of the singer’s 134 shows and 2 years on the road."
26569,Tetra Vaal,2004,insufficient sample,2.0,Missing,Missing,Missing,Missing,A faux advertisement for a third-world robotic police that established Neill Blomkamp's signature style of mixing lo-fi production with seamless CGI.
26572,Mandragora,1997,Missing,Missing,Missing,Missing,Missing,Missing,"Marek is a 15-year-old from a provincial village who runs away to Prague when he begins to fail at school. He is mugged shortly after arriving in the city and is rescued by Honza with the promise of work. Marek is taken to an apartment, drugged, and becomes a male prostitute. He is a bit smarter than his colleagues and teams up with a friend, David, in order to go after bigger scores – to cash in and get out. They manage to stash away a bit of money, but when it comes time to return home, Marek loses his nerve and is soon back in the city."
26573,Riley's First Date?,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Riley, now 12, is hanging out at home with her parents in San Francisco when potential trouble comes knocking: a boy shows up at the door."
26574,A Christmas Romance,1994,Missing,Missing,0.5454545454545454,11.0,Missing,Missing,"Julia Stonecypher is finding it difficult to get into the Christmas spirit. Having recently lost both her husband and her job, Brian Harding, the vice president of the local bank arrives on her doorstep amid a snowstorm, to inform Julia that her house is being repossessed. With such news, it appears Julia and her two daughters are indeed in for a 'not so festive' season, however with the help of a car accident and some drastic weather, Brian is forced to stay a lot longer than he intended. Trapped in close proximity, and with Christmas in the air, Julia and Brian develop an unlikely romance. As the storm passes however and Brian is free to leave, will their Christmas romance survive into the New Year and beyond, or will it disintegrate with the melting snow?"
26579,Minu Leninid,1997,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Young and active nationalist Aleksander Kesküla makes up his mind to use Lenin, the Bolsheviks' leader, in order to start a revolution in Russia with German money and create a new national state of Estonia in the north-east of Russia. For security reasons, five counterparts will be found and trained for Lenin; all of them are finally sent to Russia for participating in the revolution. How will the real Lenin put up with all this? How will the surrounding women and fellow fighters react? These are the questions clever Kesküla is asking - and the answers will be born even before those involved start thinking of the matter."
26581,Angel's Dance,1999,Missing,Missing,Missing,Missing,Missing,Missing,A young hitman is asked to prove himself by killing an innocent woman.
26583,Crazy Horse,1996,insufficient sample,7.0,0.0,11.0,Missing,Missing,The legendary Native American chieftain refuses to go with his people peacefully to the reservation and starts a rebellion.
26584,The Crown and the Dragon,2013,insufficient sample,7.0,insufficient sample,4.0,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","In a war-torn country that is plagued by a vicious dragon, Elenn, an arrogant, young noblewoman, accompanies her aunt on a mission to bring an ancient relic to the secret coronation of the rightful king."
26586,Fab Five: The Texas Cheerleader Scandal,2008,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Based on a true story. Five high school cheerleaders, including the daughter of the school principal, run amok -- and teachers, parents and administrators allow them to get away with a wide range of scandalous behavior. Known as the ""Fab Five,"" the girls disregard school rules, drink alcohol and post suggestive pictures on the Internet. But when the new cheerleading coach attempts to discipline them, her superiors ask her to resign."
26587,Mr. Fix It,2006,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Lance Valenteen (David Boreanaz) makes a living as ""Mr. Fix It,"" a man who gets hired by men that have just recently been dumped by their girlfriend. Lance dates the guys' ex-girlfriend and becomes the worst date possible, sending the girl back into her ex-boyfriends arms. But when Lance gets hired by Bill Smith (Pat Healy) to get Sophia Fiori (Alana De La Garza) back, Lance, for the first time, starts falling for one of his marks."
26589,Kaze ni nureta onna,2016,Missing,Missing,Missing,Missing,Missing,Missing,"One afternoon, Shiori, a very sexually active young woman working in a café, is riding her bicycle and cuts off Kosuke, who is pulling a two-wheeled cart. Once a recognized playwright, Kosuke now lives a quiet life in a mountain hut, far away from the city, in the hope of escaping his past. But after their first encounter, he will soon be caught in Shiori’s web of sexual desires…"
26591,Riphagen,2016,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing,"The true story about the biggest warcriminal from Holland during world war II, Andries ""Al Capone"" Riphagen."
26593,A Christmas Wedding Tail,2011,Missing,Missing,Missing,Missing,Missing,Missing,"Jennie Garth of ""90210"" stars as Susan, an unemployed Los Angeles museum curator and widowed single mom temporarily living in a small California town with her three sensitive sons. Jake (Brad Rowe of ""General Hospital"") is a single dad of two tomboys who owns a local winery. When Susan's dog Rusty (voiced by Jay Mohr of ""Ghost Whisperer"") falls for Jake's poodle Cheri (voiced by Nikki Cox of ""Las Vegas""), these canine matchmakers help their owners fall in love too. Now with a Christmas Day wedding to plan -- and major complications threatening to unravel it all -- can two mismatched broods find a way to make one happy family? Tom Arnold and Catherine Hicks (""Seventh Heaven"") co-star in this heartwarming holiday film from the producer/director of The Dog Who Saved Christmas Vacation and Your Love Never Fails."
26594,A United Kingdom,2016,insufficient sample,6.0,0.30434782608695654,23.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"The inspiring true story of Seretse Khama, the King of Bechuanaland (modern Botswana), and Ruth Williams, the London office worker he married in 1948 in the face of fierce opposition from their families and the British and South African governments. Seretse and Ruth defied family, Apartheid and empire - their love triumphed over every obstacle flung in their path and in so doing they transformed their nation and inspired the world."
26599,Blood Sisters of Lesbian Sin,1997,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Johnny Blake, (Justin Gorence, The Young and the Restless) is a man haunted by his past and dedicated to the destruction of the dark forces. To do so, he has taken on the guise that is feared throughout the occult world: the righteous hero known as The Monk. Three beautiful sisters, the spawn of a demon, seek to control Johnny's mind, his body, his very soul. Sister Avarice (Lara Daans, Electra) is a corporate lawyer who uses her brains and her body to force Johnny into submission. Sister Anger owns a martial arts school for women, with a hatred of men and special passion for the fairer sex. Sister Lust is everything her name implies, running a high class bordello where a night of pleasure can lead to a lifetime of hell. Only one man can save the world from these bewitching sirens. Johnny Blake, The Monk."
26605,Female Werewolf,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Carrie Gemmell, an office woman that initially appears to lead a dull life working at an uninspiring office job. At night, however, she has several surreal fantasies involving sex, blood, and a young woman (Cheryl Singleton) she works with at the office. ""She"" will occasionally wake up in strange places and is convinced that she's turning into a werewolf - something that she believes is evidenced by her teeth elongating."
26606,Uncle Nick,2015,Missing,Missing,insufficient sample,6.0,Missing,Missing,A drunk uncle attempts to score with his flirtatious step-niece on Christmas Eve.
26608,The Standoff,2016,Missing,Missing,insufficient sample,8.0,Missing,Missing,"At Big Jim’s Auto Depot there’s only one rule. The last man – or woman – standing wins. Eight teens enter, one teen leaves. Actually, all eight teens leave, but only one leaves with the ride of their dreams. To reach that dream, they’re going through a nightmare. Keep your hand on the car. That sounds simple enough, but two days of sleep deprivation and fierce competition can make things awfully hard."
26609,All Hallow's Eve,2016,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing,"Eve Hallows' 18th birthday comes with an unexpected family legacy of magic. When Eve attempts a spell to speak with her deceased mother, she accidentally summons a vengeful witch who threatens to wreak havoc. As a Halloween party goes wrong and a theater becomes the stage for disaster, it is up to Eve to believe in herself and take control of her destiny."
26610,All She Wishes,2015,Missing,Missing,Missing,Missing,Missing,Missing,"When her birthday wish magically summons wacky Hollywood actor Drake to her small Midwestern town, Sophie has to figure out how to help him fit in until she can get him back home. But Drake is more interested in helping Sophie stand out."
26611,The Submarine Kid,2016,Missing,Missing,Missing,Missing,Missing,Missing,"When Spencer Koll, a United States Marine, returns home from a horrific wartime experience, his mundane reality leads him to gravitate towards a new and mysterious woman on her own determined journey. Together, they enter into a magical but destructive new relationship which ultimately exposes their essential truths."
26612,Race to Win,2016,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"After losing her father, a young women must find the strength to face her fears and compete in the race of her life or her family will lose everything."
26614,The Wish List,2010,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"Sarah Fisher, an overly organized, by-the-numbers kind of woman, makes a ""wish list"" of all the qualities and traits her future husband should have. After finding the perfect man, she falls for a guy who meets none of her criteria and discovers that life and love don't always work out according to the master plan."
26615,Saphirblau,2014,insufficient sample,9.0,0.4375,16.0,Missing,Missing,"Gwen has just discovered, that she's the final member of the secret time-traveling Circle of Twelve. Now she has to juggle with constant trips to the past, her relationships with Gideon and figuring out dark secrets surrounding the Circle."
26616,My Life as a Dead Girl,2015,insufficient sample,5.0,insufficient sample,6.0,Missing,Missing,"When runaway teenager Chelsea is mistakenly killed by her friend Brittany's pimp, Brittany returns to what remains of the family Chelsea left years ago. Brittany's doing her best to get by under her assumed identity, until the truth begins to emerge. Then the vengeful pimp shows up."
26617,Systemfehler - Wenn Inge tanzt,2013,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"The ambitious punk rocker Max and the eco-activist Inge cannot stand each other, ever since Max publicly exposed her by singing the offensive song ""When Inge is Dancing"" in front of the whole school. But for Max and his classmates Fabio, Joscha  and Lukas this song in particular has become a real hit at school as well as in the regional music scene: Their band called Systemfehler is on the verge of a breakthrough. But just before the important gig, which could get them a record deal, guitarist Josha is injured and can't play. Inge happens to be an excellent guitarist, and the only person who can fill in at such short notice. But when Max asks for her help, she imposes one non-negotiable condition: If she decides to play with the band, they will not perform the song ""Wenn Inge tanzt""."
26620,A Wish for Christmas,2016,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Sara Shaw is the type of woman who prefers to sit on the sidelines at work, but when her big idea for a Christmas initiative is stolen, she makes a wish to Santa that she'll finally have the courage to stand up for herself. Santa grants her wish, but only gives her 48 hours. As the clock ticks, Sara will discover how to channel the Christmas magic and speak her mind all on her own."
26622,Christmas with Holly,2012,insufficient sample,1.0,insufficient sample,10.0,Missing,Missing,"After being dumped at the alter on her wedding day, Maggie Conway moves to the island town of Friday Harbor in Washington State, where she meets Mark Nagle, the local coffee shop owner."
26624,Prinzessin Maleen,2015,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,
26626,Allerleirauh,2012,Missing,Missing,insufficient sample,6.0,Missing,Missing,
26627,Die Salzprinzessin,2015,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,
26628,Shut In,2016,Missing,Missing,insufficient sample,8.0,Missing,Missing,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever."
26629,Good Kids,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,Four high school students look to redefine themselves after graduation.
26630,Summer Villa,2016,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"Although a successful romance novelist, Terry Russell hasn't had luck in her own love life. After a disastrous first date with cocky, hot-shot New York chef Matthew Everston, she retreats to her friend's French villa for the summer to finish her latest novel, with her reluctant teenage daughter in tow."
26631,Below Utopia,1997,insufficient sample,4.0,insufficient sample,7.0,Missing,Missing,"Daniel returns to his family's mansion for the holidays along with his girlfriend Susanne. His family's seemingly-utopian existence is overshadowed by not only the death of Daniel's brother, but also by Daniel's failure to live up to his brother's potential. However, this quickly becomes inconsequential, as blood-thirsty killers soon show up.."
26632,Bonobo,2014,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Judith, an uptight divorcee, is appalled when her daughter Lily quits law school to move into a commune of hippie-misfits who live according to the behavioural principles of the bonobo monkey, a species famous for its 'make love not war' philosophy."
26633,I Am Your Father,2015,Missing,Missing,insufficient sample,6.0,Missing,Missing,"David Prowse is an eighty years old actor, who has lived behind Darth Vader's mask during three decades. A group of Star Wars fans find out why he has been apparently forgotten by Lucasfilm during thirty years, and decide to give him back the glory he never had. This is their last opportunity."
26634,My Feral Heart,2016,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Luke, an independent young man with Down's syndrome stumbles upon a wild and life changing friendship."
26636,Il toro,1994,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"Franco, after being fired from his job decides, as compensation for the damage, to steal a bull from his former company."
26637,Cose dell'altro mondo,2011,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,
26640,Angriff der Lederhosenzombies,2016,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Steve, a young professional snowboarder, ruins a high-paying photo shoot by playing a silly prank. He, his girlfriend Branka and fellow snowboarder Joschi are left behind on the mountain. They seek shelter in an après-ski tavern that is hosting an all-night party. Things go from bad to worse when a scientific experiment unleashes an epidemic of zombies and mutant wildlife. This is mostly lost on the local drunkards, as they are not always easy to distinguish from zombies themselves. But Steve, Branka and Joschi have to find a way to survive this hellish night."
26641,Cardboard Boxer,2016,insufficient sample,7.0,insufficient sample,6.0,Missing,Missing,"Gentle and broken, a homeless man fights others on video for money but soon finds comfort in an unlikely friend and the lost diary of a young girl."
26643,Officer Downe,2016,insufficient sample,2.0,0.4166666666666667,12.0,Missing,Missing,"A rookie cop is tasked with shadowing Officer Downe, a no-nonsense LAPD cop with regenerative powers, as he wages an ultra-violent war against the nefarious villains of Los Angeles."
26648,Iris,2016,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions."
26650,100 metros,2016,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"Based on the incredibly true story of a Spanish man with Multiple Esclorosis who tried to finish an Iron-Man: 3,8km swimming, 180km cycling and 42 running. And he was told that he could not make 100 meters."
26651,Dinosaurier - Gegen uns seht ihr alt aus!,2009,Missing,Missing,insufficient sample,8.0,Missing,Missing,
26652,Classic Albums: Deep Purple - Machine Head,2002,Missing,Missing,insufficient sample,1.0,Missing,Missing,"This musical biography tells the story of the making of Deep Purple's classic album ""Machine Head. Exclusive interviews with Ritchie Blackmore, Ian Gillan, Roger Glover, John Lord and Ian Paice take us through a track by track making of the album. The performers demonstrate riffs & licks from the songs and explain the genesis of the songwriting. Also included are featured songs, archive footage of Deep Purple in concert, including American footage of ""Smoke on the Water"" and ""Space Truckin'"", TV performances and promotional videos, more."
26653,Classic Albums: Black Sabbath - Paranoid,2010,Missing,Missing,insufficient sample,2.0,Missing,Missing,"The story of how the classic album ""Paranoid"" was made, with stories from band members to those who were influenced by its content, form and vitality.  Paranoid is the second studio album by English rock band Black Sabbath. Released in September 1970, it was the band's only LP to top the UK Albums Chart until the release of 13 in 2013. Paranoid contains several of the band's signature songs, including ""Iron Man"", ""War Pigs"" and the title track, which was the band's only Top 20 hit, reaching number 4 in the UK charts. It is often regarded as one of the most quintessential and influential albums in heavy metal history."
26654,: Classic Albums: Iron Maiden - The Number of the Beast,2001,Missing,Missing,insufficient sample,4.0,Missing,Missing,"1982 was a momentous year for Iron Maiden. Following the addition of brilliant new vocalist Bruce Dickinson, their third album the number of the beast was released to universal acclaim from both critics and rock fans. The album topped the UK charts for 2 weeks, launched them into the US top 40 for the first time, and invaded the top 10 album charts worldwide achieving a plethora of gold and platinum awards. The number of the beast is regarded as one of the greatest and most influential heavy metal albums of all time, including, along with demonic title track, such classic metal anthems as run to the hills, hallowed be thy name, the prisoner and children of the damned. This exclusive film tells the full and vibrant story behind the making of the album."
26655,The Wedding Pact,2014,Missing,Missing,insufficient sample,5.0,Missing,Missing,"Two best friends in college Mitch and Elizabeth make a pact that if in ten years after graduation they are both not married they will marry each other. Ten years later Mitch (still single) finds out Elizabeth never got married so he decides to travel across the country, find her and follow through on their pact. What he soon realizes is it wont be a simple as he thought."
26656,Inch'Allah,2012,insufficient sample,2.0,insufficient sample,3.0,3,There are two or more women in this movie and they talk to each other about something other than a man,A Canadian doctor finds her sympathies sorely tested while working in the conflict ravaged Palestinian territories.
26657,"Per amore, solo per amore",1993,insufficient sample,1.0,Missing,Missing,Missing,Missing,
26658,Sour Grapes,2016,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Controversy erupts when an unassuming young man floods the American wine market with fake vintages valued in the millions, bamboozling the wine world elite, in this humorous and suspenseful tale of an ingenious con on the eve of the 2008 stock market crash."
26659,Il Solengo,2016,Missing,Missing,Missing,Missing,Missing,Missing,"A documentary about the story of Mario de Marcella, a hermit that lived in the woods near Rome. He was called by hunters ""Il Solengo"" because that's how they call the lone boar that is cut off from the rest of the pack."
26660,Food Choices,2016,Missing,Missing,Missing,Missing,Missing,Missing,"This documentary explores the impact that food choices have on people's health, the health of our planet and on the lives of other living species. And also discusses several misconceptions about food and diet."
26661,We're Still Here: Johnny Cash's Bitter Tears Revisited,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing,"The story behind Johnny Cash's lost Native American-themed concept album and his unique collaboration with folk artist Peter Lafarge. The film also chronicles the reimagining of Cash's highly controversial 1964 record on its 50th anniversary, as recorded at Nashville's historic Sound Emporium Studios. Based on Antonino D'Ambrosio's book ""A Heartbeat and a Guitar: Johnny Cash and the Making of Bitter Tears."""
26662,La ultima cima,2010,Missing,Missing,Missing,Missing,Missing,Missing,"Pablo was a priest. He knew he was going to die young. He gave his life to God ... and God accepted the offer. Now they say he's alive. Pablo was known and loved by countless people, that have gone on record about it after his death."
26663,Ricardo O'Farrill: Abrazo Genial,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery."
26665,Jimmy Vestvood: Amerikan Hero,2016,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,A wannabe private investigator wins the Green Card lottery and moves to America to pursue his dream only to find himself embroiled in a conspiracy to start the next world war.
26666,The Blackout Experiments,2016,Missing,Missing,Missing,Missing,Missing,Missing,"You arrive at a secret location at a precise time, prompted by a mysterious email. You must follow the instructions closely. Once inside, disturbing visions begin. Unspeakable acts befall you—often frightening, sometimes sensual, possibly painful—each stimulating your deepest fears. And when it's over, you are changed, abandoned, and left wondering what is real and what was merely a game."
26667,Underfire: The Untold Story of Pfc. Tony Vaccaro,2016,Missing,Missing,Missing,Missing,Missing,Missing,"The remarkable story of WWII infantryman and photographer Tony Vaccaro, who created one of the most comprehensive, haunting and intimate photographic records of the war using a smuggled $47 camera while developing the negatives in his helmet at night."
26668,Camino a La Paz,2015,Missing,Missing,Missing,Missing,Missing,Missing,"Sebastian is unemployed, finding pleasure only in his old Peugeot. He got married to his girlfriend Jazmin and having no income, he starts a job of a private ride service. One day, a regular customer, Jalil, an old Arab man suggests a long distance drive. During the ride from Buenos Aires of Argentina to La Paz of Bolivia, the two are in conflict with each other constantly. With a series of unexpected accidents, the journey brings a small but important change to both of their lives."
26669,Foxy and the Weight of the World,2005,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"A despicable young man, at the end of his life, espouses his comically bleak and bitter world view to his only friend, his dog Foxy."
26670,Svartur Ã¡ leik,2012,insufficient sample,1.0,Missing,Missing,Missing,Missing,"In the mid to late 90's, the Reykjavik crime and drug scene saw a drastic change from a relatively small and innocent world into a much more aggressive and violent one.. The film tells the story of this change through the fictional gang of pushers that took control of Iceland's underworld."
26671,Plac Zabaw,2016,Missing,Missing,Missing,Missing,Missing,Missing,Final day of school in a small Polish town. It's the very last chance for 12-year-old Gabrysia to tell her classmate that she has fallen in love with him. She sets up a secret meeting and blackmails the boy to show up. But what was supposed to be an intimate talk spins out of control and leads to an unexpected ending.
26674,Lamma shoftak,2014,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"Jordan, 1967: displaced to a refugee camp after the occupation of their West Bank village, an eleven-year old boy and his mother enact the emancipating dream that every refugee has imagined countless times, in Annemarie Jacir's passionate and moving follow-up to her prize-winning debut Salt of This Sea."
26675,Baden Baden,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Charts the trials and tribulations of Ana, a free-spirited 26 year-old returning home to Strasbourg for the summer after living abroad for long enough to feel out of place everywhere."
26676,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,2016,insufficient sample,2.0,0.46153846153846156,13.0,Missing,Missing,"The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City."
26677,Moana,2016,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right."
26678,The Confessions of Thomas Quick,2015,Missing,Missing,Missing,Missing,Missing,Missing,"A loner from an early age, Thomas Quick went on to become Sweden's most notorious serial killer, openly confessing to the gruesome murders of more than 30 people. Held for decades in a psychiatric institute, Quick's confessions emerged after years working with a group of touchy feely therapists, convinced that the recovery of memories would cure patients of their criminality. In a country with a low crime rate, the nation watched with horror as Quick's confessions mounted, accounting for many of the country's unsolved murders. With testimonials from a range of people whose lives have been dominated by this story - including Quick himself - and dramatic reenactment, Brian Hill weaves a stylish noir thriller that works a treat on the big screen. What appears at first to be a tale of unimaginable evil evolves into something much more layered as Hill digs deep into the motivations behind those working closely with Quick."
26679,The Good Sister,2014,insufficient sample,7.0,insufficient sample,4.0,Missing,Missing,"Struggling with marital problems, a man begins a passionate affair with his wife's long-lost, twin sister."
26681,The Unbidden,2016,insufficient sample,4.0,insufficient sample,7.0,Missing,Missing,The Unbidden is a thriller about four women confronted by a mysterious young man who knows a dark secret from their past.
26682,Siren,2016,insufficient sample,5.0,insufficient sample,9.0,Missing,Missing,A bachelor party becomes a savage fight for survival when the groomsmen unwittingly unleash a fabled predator upon the festivities. Feature film adapted from the V/H/S (2012) anthology segment 'Amateur Night.'
26683,Eliminators,2016,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"A former US Federal Agent must abandon the witness protection program and come out of hiding when his London home is invaded in error due to a wrong address. When the event ends with multiple homicides, the news triggers those hunting him to send Europe's most dangerous assassin to kill him. Now on the run with his daughters life in jeopardy, a determined father must get her to safety before the people he's been hiding from tracks him down."
26684,Alienate,2016,Missing,Missing,Missing,Missing,Missing,Missing,"A couple on the brink of ending their marriage spend a weekend in different cities. After a cataclysmic event strikes, the husband embarks on a physical and emotional quest to return home as a nation prepares for the worst."
26685,638 Ways to Kill Castro,2006,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Dollan Cannell's documentary on the hundreds of alleged plots to assassinate Fidel Castro, and a look at the evolution of Cuban politics. If the title of this extraordinary film sounds ludicrous, don't be fooled. This film looks at the incredible story of the 638 alleged plots by the CIA and Cuban exiles to kill the Cuban leader Fidel Castro."
26686,Jackie,2016,0.4166666666666667,12.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963."
26688,David Wants to Fly,2010,Missing,Missing,Missing,Missing,Missing,Missing,"A documentary. David Sieveking takes the advice of his idol, David Lynch and tries out Maharishi Mahesh Yogi's transcendental meditation technique."
26689,Office Christmas Party,2016,0.0,15.0,Missing,Missing,Missing,Missing,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…"
26693,Giochi d'estate,2011,insufficient sample,3.0,Missing,Missing,Missing,Missing,"The story of an adult and a teenage couple during a brief summer holiday by the sea. While Nic's parents remain trapped in a precarious mutual dependency despite repeated attempts at reconciliation, their 12-year-old son tries to come to terms with his father's traumatizing violent outbursts in games with other children. He tries to teach Marie, who is of his age and suffers from her own relationship with her father, to feel nothing. In fact, both of them are transformed by their experience of the joys and pains of first love."
26694,Hadikduk HaPnimi,2010,insufficient sample,1.0,Missing,Missing,Missing,Missing,"""Intimate Grammar"" is a sensitive study of an inner journey rich in detailed observation. A dysfunctional family and delayed puberty make life miserable for a pre-adolescent growing up in Jerusalem in the 1960's. The film, an adaptation of David Grossman's ""The Book of Intimate Grammar"", shows our hero, Aharon Kleinfeld, striving to survive his domineering mother, his anti-intellectual father and his own diminutive stature in a setting of a lower-middle-class housing development where gossip is rampant and appearances are all important."
26696,Alles stroomt,2009,Missing,Missing,insufficient sample,1.0,Missing,Missing,"A story on the trials and tribulations of a mother-and-son relationship, which goes downhill after son Damiaan passes his school exams and almost immediately moves into a squat, while his widowed mother Aleid falls for the charms of a skipper and moves in with him just as soon."
26697,Ayn Rand & the Prophecy of Atlas Shrugged,2011,insufficient sample,3.0,insufficient sample,1.0,Missing,Missing,Ayn Rand &amp; the Prophecy of Atlas Shrugged is a feature length documentary film that examines the resurging interest in Ayn Rands epic and controversial 1957 novel and the validity of its dire prediction for America.
26698,Belle du Seigneur,2012,Missing,Missing,insufficient sample,3.0,Missing,Missing,English-language adaptation of Albert Cohen's epic Swiss tale of a tortured love affair between a high-ranking Jewish official and the protestant wife of one of his employees.
26700,Disco Polo,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,Young wannabe musicians from the province decide to write hit song and gain the top of the charts in order to become legends of disco polo
26702,The Space Between Us,2017,0.23809523809523808,21.0,Missing,Missing,Missing,Missing,A young man raised by scientists on Mars returns to Earth to find his father.
26703,Rogue One: A Star Wars Story,2016,0.16666666666666666,18.0,Missing,Missing,Missing,Missing,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.
26705,Live by Night,2016,0.4117647058823529,17.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other",A story set in the Prohibition Era and centered on a group of individuals and their dealings in the world of organized crime.
26708,Asperger's Are Us,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,"For the members of the comedy troupe Asperger’s Are Us, it’s easier to associate with a faceless audience than with their own families. No matter who the crowd, best friends Noah, New Michael, Jack and Ethan have one simple mantra: “We would much rather the audience appreciate us as comedians than people who have overcome adversity.”  In this coming-of-age heartfelt documentary, this band of brothers finds themselves at a crossroad. With real life pulling them apart, they decide to plan one ambitious farewell show before they all go their separate ways. People with Asperger’s don’t deal well with uncertainty, and this is the most uncertain time in their lives."
26709,Opening Night,2016,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,A failed Broadway singer who now works as a production manager must save opening night on his new production by wrangling his eccentric cast and crew.
26711,A Kind of Murder,2016,0.5,16.0,Missing,Missing,Missing,Missing,"In 1960s New York, Walter Stackhouse is a successful architect married to the beautiful Clara who leads a seemingly perfect life. But his fascination with an unsolved murder leads him into a spiral of chaos as he is forced to play cat-and-mouse with a clever killer and an overambitious detective, while at the same time lusting after another woman."
26712,Shared Rooms,2016,Missing,Missing,Missing,Missing,Missing,Missing,"A new romantic comedy feature film that brings together three interrelated tales of gay men seeking family, love and sex during the holiday season."
26713,Soldat blanc,2014,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"A muggy Saigon, late 1945. Stationed at a military camp in French Indochina, two young men--Robert and André--become close friends as they share the boredom and excitement of waiting for their first mission. But when they discover that instead of freeing Indochina from foreign aggressors, they will be fighting natives struggling for independence, their friendship is jeopardized."
26714,Ushi Must Marry,2013,0.09090909090909091,11.0,Missing,Missing,Missing,Missing,"Ushi Hirosaki has to marry according to Japanese tradition before her 30th birthday. Because time is running out, her family decides she has to marry a huge sumo wrestler. A rather unfortunate combination, so Ushi wants to look for a nicer candidate herself. She travels halfway around the world to find her dream husband. Along the way she does valiant efforts, for example to learn table manners and to lose her Japanese accent."
26715,Underworld: Blood Wars,2016,0.18181818181818182,22.0,0.46153846153846156,13.0,Missing,Missing,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice."
26717,The Gamers: Natural One,2014,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing,"Natural One begins with a summons to Gary from his Canadian half-sister, Monica. She's getting married and family tradition calls for her future partner to be vetted in-game. Is he gamer enough to be worthy of the family name?"
