,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
7784,Thick as Thieves,2009,0.2857142857142857,28.0,0.16666666666666666,12.0,Missing,Missing,A master thief recruits a notorious thief to help him steal two famous Faberge eggs from an impenetrable vault in an effort to pull off one final job and repay his debt to the Russian mob.
7785,Beautiful Ohio,2006,insufficient sample,1.0,0.36363636363636365,11.0,Missing,Missing,An entire family comes of age during the early 1970s.
7786,Il Divo,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Italy, early nineties. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived to everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra."
7788,Adrift in Manhattan,2007,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,The lives of three lonely strangers intersect while commuting on New York's 1 and 9 subway lines.
7791,Screamers: The Hunting,2009,insufficient sample,6.0,insufficient sample,4.0,Missing,Missing,"A group of humans arrive on Sirius 6-B to investigate an SOS signal sent out from the planet, which has been supposedly deserted since the destruction of the man-made weapons known as ""screamers."" Once the squad arrives, they find a group of human survivors eking out an existence in an old military outpost."
7792,The Pink Panther 2,2009,0.13333333333333333,15.0,0.23076923076923078,13.0,Missing,Missing,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts."
7793,Crips and Bloods: Made in America,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"With a first-person look at the notorious Crips and Bloods, this film examines the conditions that have lead to decades of devastating gang violence among young African Americans growing up in South Los Angeles."
7794,Far Cry,2008,0.35714285714285715,14.0,insufficient sample,9.0,Missing,Missing,"Jack Carver, a former member of the Special Forces takes the journalist Valerie Cardinal to an Island to visit her uncle Max who is working in a Military complex on the Island. As they arrive Valerie gets captured by the minions of Doctor Krüger. After the destruction of his boat Jack finds out about the true purpose of the Facilities on the Island, which is the creation of genetic soldiers."
7796,The English Surgeon,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing,This documentary offers a glimpse into the life of an English neurosurgeon (Henry Marsh) situated in Ukraine as we are exposed to the overwhelming dilemmas he has to face and the burden he has to carry throughout his profession.
7797,Reines d'un jour,2001,Missing,Missing,Missing,Missing,Missing,Missing,"Some days turn out to be simply unforgettable. For Marie, it all starts with a pregnancy test… that proves positive, a car accident and being fired from her job... For Hortense, mobile phone in hand, the frantic quest for sexual satisfaction begins in a traffic jam... For both Luis and Maurice, the unexpected appearance of a loved one pitches them into a world of dreams and nightmares. While some of the characters know each other, others come into contact by chance. One woman profits from all this, the other is shattered. One will have gone looking for trouble, the other will have asked for nothing. There'll be no fatalities."
7799,The Adventures of Food Boy,2008,Missing,Missing,insufficient sample,2.0,Missing,Missing,Ezra discovers he has a unique ability to make food appear in his hands. He quickly uses his new super powers to impress his friends and to become popular around school for the first time in his life.
7800,They Wait,2007,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Jason and his wife, Sarah, leave their adopted home of Shanghai and travel to Vancouver, British Columbia, for his uncle's funeral, staying with his Aunt Mei. Already disoriented, Jason and Sarah are unnerved when their son, Sam, begins seeing ghosts and violent deaths. After Sam is hospitalized, Sarah consults with a pharmacist who's well-informed about Chinese mythology and who tells her that supernatural forces threaten her son."
7803,Mala wielka milosc,2008,Missing,Missing,Missing,Missing,Missing,Missing,A successful Los Angeles lawyer discovers that a short-term affair could have long-term consequences when a woman he had a brief affair with claims that she's currently pregnant with his unborn child.
7804,Attack Force,2006,insufficient sample,7.0,Missing,Missing,Missing,Missing,"Marshall Lawson is the commander of an elite military unit. Marshall Lawson loses his strike-team in a cold-blooded and seemingly random attack, and he takes it upon himself to investigate the attack, with the help of his girlfriend Tia and his friend Dwayne."
7805,Shadow Man,2006,0.3125,16.0,Missing,Missing,Missing,Missing,An intelligence operative discovers that no one is what they seem in the shadowy world of espionage.
7806,Rock-A-Doodle,1991,0.18181818181818182,11.0,insufficient sample,4.0,Missing,Missing,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over."
7807,Tokyo.sora,2002,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,"Six women attempt to make it in current day Tokyo, living their everyday lives the best and worst they can. For them, every little moment becomes a ritual of the ordinary and the exciting, a balancing act for their dreams and hopes as the days perpetually tug on their heartstrings."
7808,Dead Silent,1999,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Julia Kerrbridge is working hard to become a doctor. Suddenly, Julia finds herself the guardian of her young niece, Amanda, after her parents were found murdered."
7809,Dr. Horrible's Sing-Along Blog,2008,insufficient sample,4.0,insufficient sample,9.0,0,Fewer than two women in this movie,"Aspiring super-villain Dr. Horrible wants to join the Evil League of Evil and win the girl of his dreams, but his nemesis, Captain Hammer, stops him at every turn."
7810,Today You Die,2005,insufficient sample,3.0,Missing,Missing,Missing,Missing,A former thief who is trying to go straight seeks vengeance on those who framed him.
7811,The Cottage,2008,insufficient sample,6.0,Missing,Missing,Missing,Missing,"In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose."
7812,Out At The Wedding,2007,insufficient sample,1.0,insufficient sample,3.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"After telling her fiancé, Dana, that her entire family is dead, Manhattanite Alex whisks off to her childhood home in South Carolina to serve as bridesmaid at her high-maintenance, estranged sister Jeannie's wedding. As she tries not to steal Jeannie's thunder by telling her family that a) she's engaged, and b) the man she's going to marry is a Jewish African American, things get a little mixed up."
7813,Frontrunners,2008,Missing,Missing,Missing,Missing,Missing,Missing,"A documentary on the competition for student body president at New York's Stuyvesant High School. As the notoriously competitive school's election draws near, the campaign becomes a microcosm for the nation at large, with race, gender and appearance vying for attention with real issues."
7814,Joshua Tree,1993,insufficient sample,9.0,Missing,Missing,Missing,Missing,"Wellman Santee (Dolph Lundgren) a former race car driver, whose livelihood is transporting exotic stolen super cars, is involved, with his partner Eddie, in shoot out, resulting in the deaths of his friend and a highway cop. Santee is framed for the cop's murder and jailed in a maximum security prison. A few months later, Santee breaks out after narrowly escaping an attempt on his life. He reaches a local diner where he steals a car, abducts the owner, Rita and flees, completely unaware that his hostage is a deputy sheriff. A massive manhunt ensues, spearheaded by Lt. Severance a tough, obessive cop. Santee leads the detective and his men on a dramatic high speed chase, from the desert wilderness to the streets of downtown Los Angeles. Santee's out to clear his name and when it comes to getting even, he's taking revenge into overdrive."
7816,"I Love You, Man",2009,0.17857142857142858,28.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates."""
7818,Dance of the Dead,2008,insufficient sample,5.0,0.25,12.0,1,"There are two or more women in this movie, but they don't talk to each other","With Prom only hours away, the usual suspects of Cosa High (Cheerleaders, geeks, bad boys and the happy-go-lucky student council alike) are preoccupied with the annual rituals of teendom. On the night of the big dance when the dead unexpectedly rise to eat the living, polar opposite groups will be forced to unite in their final chance to save the town from the zombies."
7819,The Haunting in Connecticut,2009,0.14285714285714285,21.0,Missing,Missing,Missing,Missing,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover."
7821,Duplicity,2009,0.3333333333333333,18.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man",Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.
7822,Knowing,2009,0.0,12.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.
7825,Praying With Lior,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Praying with Lior asks whether someone with Down syndrome can be a spiritual genius. Many believe Lior is close to God -- at least that's what his family and community believe -- though he's also a burden, a best friend, an inspiration and an embarrassment, depending on who is asked and when. As this documentary moves to its climax, Lior must pass through the gateway to manhood - his Bar Mitzvah."
7826,Ong Bak 2,2008,insufficient sample,4.0,insufficient sample,2.0,Missing,Missing,Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.
7828,Sunshine Cleaning,2008,insufficient sample,10.0,Missing,Missing,Missing,Missing,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.
7829,Kung Fu Panda: Secrets of the Furious Five,2008,insufficient sample,7.0,Missing,Missing,Missing,Missing,"Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts."
7831,Dzieci z Leningradzkiego,2005,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Since the fall of the Iron Curtain an estimated four million children have found themselves living on the streets in the former countries of the Soviet Union. In the streets of Moscow alone there are over 30,000 surviving in this manner at the present time. The makers of the documentary film concentrated on a community of homeless children living hand to mouth in the Moscow train station Leningradsky. Eight-year-old Sasha, eleven-year-old Kristina, thirteen-year-old Misha and ten-year-old Andrej all dream of living in a communal home. They spend winter nights trying to stay warm by huddling together on hot water pipes and most of their days are spent begging. Andrej has found himself here because of disagreements with his family. Kristina was driven into this way of life by the hatred of her stepmother and twelve-year-old Roma by the regular beatings he received from his constantly drunk father. ""When it is worst, we try to make money for food by prostitution,"" admits ..."
7832,Submerged,2005,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,"Chris Kody, imprisoned member of the US military, is released from prison and reunited with his old team in order to pursue a renegade scientist. The catch, the scientist has developed mind control technology that can make even your friends into heartless killers."
7833,Stacy,2001,Missing,Missing,insufficient sample,2.0,Missing,Missing,"This 2001 J-Horror effort from director Naoyuki Tomomatsu is set in a future dystopia where teenaged girls begin dying for no apparent reason -- and often in an elated, chronically happy state of mind. One of these girls, Stacy, is back from the dead, however, and she's ready to gorge herself on human flesh. As more and more teenage-girl zombies begin to feast on the living, the people of Japan brace themselves and try to find a way to end the madness."
7834,Insanitarium,2008,Missing,Missing,Missing,Missing,Missing,Missing,"After he's institutionalized in order to cover for his sister, a young man encounters a doctor who is turning his patients into flesh-eating psychopaths"
7835,Echelon Conspiracy,2009,Missing,Missing,0.09090909090909091,11.0,0,Fewer than two women in this movie,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world."
7836,Jasminum,2006,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Dziejące się współcześnie ""Jasminum"" (łacińska nazwa jaśminu) opowiada historię tajemniczą i magiczną, pełną zmysłowych zapachów, wypełnioną szczególnym światłem jakie roztacza wokół siebie miłość. Klasztor, w którym toczy się akcja filmu, nie różniłby się od innych, gdyby nie fakt, że trzech mieszkających tam zakonników posiada pewną niezwykłą cechę. Każdy z nich pachnie innym, owocowym zapachem: jeden czeremchą, drugi czereśnią, a trzeci śliwą, a zapachy te mają szczególne właściwości... Pewnego dnia do klasztoru przyjeżdża młoda konserwatorka malarstwa, która otrzymuje zlecenie odnowienia tamtejszych obrazów. Natasza pojawia się w Jaśminowie wraz ze swoją 5-letnią córką Gienią. Urok i dociekliwość dziewczynki wprowadzają wiele zamętu w spokojne dotąd życie mnichów. W tej historii i ludzie i budynki i zapachy mają swoje tajemnice"
7837,After Sex,2007,insufficient sample,3.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Sex is a background to examine intimacy and vulnerability. Looks at the complexity of modern day relationships told through eight separate couples. Through dialogue and compromising situations, the film takes us from the beginning of a relationship to the aftermath of one, and examines every stage in between seeing humor within the drama, heartache and confusion of it all."
7838,13B: Fear Has a New Address,2009,insufficient sample,4.0,Missing,Missing,Missing,Missing,"Manohar, an upwardly mobile middle class Indian moves into a new apartment -13B on the 13th floor with his family. From the first day in their new home, the women are hooked on to a new TV show 'Sab Khairiyat'. The show is about a family eerily similar to theirs who have also just moved into a new house. As the TV show unfolds, all the incidents that happen in the show start happening to them."
7839,Monsters vs Aliens,2009,insufficient sample,5.0,0.2727272727272727,22.0,Missing,Missing,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters..."
7840,Boarding Gate,2007,insufficient sample,7.0,insufficient sample,5.0,Missing,Missing,A sordid and complex series of events unfolds when an ex-prostitute becomes involved with a couple in Hong Kong.
7842,Contre-EnquÃªte,2007,Missing,Missing,insufficient sample,9.0,Missing,Missing,A cop investigates whether the man convicted of murdering his daughter is really guilty.
7843,Sita Sings the Blues,2008,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,An animated version of the epic Indian tale of Ramayana set to the 1920s jazz vocals of Annette Hanshaw.
7844,Naked Fear,2007,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Diana arrives in a town to start a new job. She's threatened into working as an exotic dancer. She's later kidnapped and let loose naked in the wilderness as prey for the psycho hunter, like many women before her. Will she survive?"
7845,Chaos,2005,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices."
7846,Der Baader Meinhof Komplex,2008,0.125,16.0,Missing,Missing,Missing,Missing,"Der Baader Meinhof Komplex depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on Die Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin."
7847,Big Stan,2007,insufficient sample,3.0,0.25,16.0,Missing,Missing,Rob Schneider writes and stars in this comedy about a nerdy con man whose swindling ways land him a stiff prison sentence. Terrified at the prospect of being raped in prison he enlists the aid of a mysterious kung-fu expert to teach him how to fight.
7848,Dating The Enemy,1996,Missing,Missing,insufficient sample,5.0,Missing,Missing,One messy science journalist (Tash) and a neat television host (Brett). Two very different people whose relationship is nose diving to get the opportunity to experience life in their partners shoes when they wake up one morning in each others bodies. Valuable lessons are learned by each as they both have to adjust to very different lives.
7849,We Live in Public,2009,Missing,Missing,Missing,Missing,Missing,Missing,"A documentary focusing on the life of dot-com entrepreneur Josh Harris, and his exploits over the last decade."
7850,Strictly Sexual,2008,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"Two successful women, sick and tired of dating and relationships, decide to keep two young men in their pool house for strictly sexual purposes."
7851,Nothing But the Truth,2008,insufficient sample,2.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court."
7853,The Gray Man,2007,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Early 20th century. Albert Fish, a seemingly benevolent father and grandfather who reared his family by himself after his wife deserted them, turns out to be a serial child molester and murderer. Based on a true story."
7854,Anvil! The Story of Anvil,2008,insufficient sample,9.0,Missing,Missing,Missing,Missing,"At 14, best friends Robb Reiner and Lips made a pact to rock together forever. Their band, Anvil, hailed as the ""demi-gods of Canadian metal, "" influenced a musical generation that includes Metallica, Slayer, and Anthrax,. Following a calamitous European tour, Lips and Robb, now in their fifties, set off to record their 13th album in one last attempt to fulfill their boyhood dreams"
7855,Observe and Report,2009,insufficient sample,3.0,0.23529411764705882,17.0,Missing,Missing,"Mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case."
7856,Adventureland,2009,0.23076923076923078,13.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
7857,Ogniem i mieczem,1999,insufficient sample,1.0,Missing,Missing,Missing,Missing,"In the mid-17th century, Poland was the largest, most democratic, and most tolerant country in Europe. However, a tragic civil war brought about the gradual decline of the once glorious republic..."
7858,Scenes of a Sexual Nature,2006,Missing,Missing,0.38461538461538464,13.0,Missing,Missing,"Sex and love. Some seek it, some need it, some spurn it and some pay for it, but we're all involved in it. Set on one afternoon on Hampstead Heath in north-west  London, the film investigates the minutiae of seven couples. What makes us tick?"
7859,The Cake Eaters,2007,insufficient sample,2.0,insufficient sample,10.0,Missing,Missing,"The death of the Kimbrough family matriarch affects the three male survivors of the clan. Widower Easy tries to reconnect with his old flame, Marg. Eldest son and struggling musician Guy moves back to town, feeling guilty that he missed the funeral. His brother, Beagle, who was his mother's caretaker, falls for Marg's granddaughter, Georgia, a chronically ill girl who fears her time is growing short."
7860,Confessions of a Shopaholic,2009,insufficient sample,6.0,0.5714285714285714,21.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping-a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door-until ironically, she snags a job as an advice columnist for a financial magazine published by the same company."
7861,The Black Balloon,2008,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"Thomas is turning 16. His dad's in the army and they've just moved to a town in New South Wales; his mom is pregnant; his older brother, Charlie, who's autistic, has his own adolescent sexual issues. Thomas finds Charlie an embarrassment in public, so when Thomas is attracted to Jackie, a girl in his swim class, Charlie presents any number of obstacles when she drops by their house, when the three of them go for a walk, and during a family birthday dinner. Can Thomas find a way to enter the world of teen romance and still be his brother's keeper, or is Charlie's disability going to prove more than Thomas can handle?"
7862,The Butterfly Effect 3: Revelations,2009,0.2857142857142857,14.0,Missing,Missing,Missing,Missing,"The story revolves around a man trying to uncover the mysterious death of his girlfriend and save an innocent man from the death chamber in the process, by using his unique power to time travel. However in attempting to do this, he also frees a spiteful serial-killer."
7863,Revanche,2008,insufficient sample,5.0,insufficient sample,6.0,1,"There are two or more women in this movie, but they don't talk to each other",Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.
7864,One Kill,2000,insufficient sample,1.0,Missing,Missing,Missing,Missing,A Marine captain is on trial for murdering her superior officer.
7865,Tra(sgre)dire,2000,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira."
7866,The Lucky Ones,2008,0.35714285714285715,14.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"The story revolves around three soldiers — Colee, T.K. and Cheaver — who return from the Iraq War after suffering injuries and learn that life has moved on without them. They end up on an unexpected road trip across the U.S."
7869,Fitna,2008,Missing,Missing,Missing,Missing,Missing,Missing,A short film in which Quran verses are shown alongside images from terrorist attacks.
7870,Onnen maa,1993,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Nostalgic comedy set in the early 1960s, when the tango was all the rage. The ""prodigal son"" Tenho returns from his unlucky adventures in the city back to his parents' farm. Tenho becomes the laughing stock of local men until he scores the hottest girl in the village. A hot romance flares up between Tenho and the sensuous milkmaid Virva, accompanied by popular Finnish tango tunes."
7871,Dragonball Evolution,2009,insufficient sample,5.0,0.2727272727272727,11.0,Missing,Missing,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
7872,Rest Stop,2006,insufficient sample,10.0,insufficient sample,9.0,Missing,Missing,Nicole Carrow is a threatened by a maniac serial killer after her boyfriend Jess is abducted in a rest stop.
7873,Tu vida en 65',2006,Missing,Missing,insufficient sample,1.0,Missing,Missing,"A Sunday, three young friends read the obituary of a schoolmate with whom long ago they lost contact. They go to the morgue and realize that they are wrong: that burial is not that of their fellow student. From this, the confusion and random weave a story of friendship, love and death."
7874,Dating Games People Play,2008,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Nick Jenkins finds himself back in the single scene as his relationship with his fiancee abruptly fall apart. With his roommate and best friend Jed Rollins, Nick jumps into the dating world. Mona, Jed, and Robin accompany him as they meander throught the quagmire of awkward situations they encounter on their dating escapades."
7877,Kiler,1997,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"An innocent cab driver is mistaken for a contract killer and imprisoned. Soon, he is sprung by a mob boss who needs ""Killer"" for a few more jobs."
7879,Les Anges exterminateurs,2006,insufficient sample,4.0,insufficient sample,2.0,Missing,Missing,A filmmaker holds a series of boundary-pushing auditions for his latest project: a thriller on the subject of female pleasure.
7880,Gardens of the Night,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"After being abducted as children, and suffering years of abuse, a teenage boy and girl find themselves living on the street."
7881,In the Loop,2009,insufficient sample,5.0,0.3888888888888889,18.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"The US President and the UK Prime Minister are planning on launching a war in the Middle East, but—behind the scenes—government officials and advisers are either promoting the war or are trying to prevent it."
7882,Global Metal,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"In GLOBAL METAL, directors Scot McFadyen and Sam Dunn set out to discover how the West's most maligned musical genre - heavy metal - has impacted the world's cultures beyond Europe and North America. The film follows metal fan and anthropologist Sam Dunn on a whirlwind journey through Asia, South America and the Middle East as he explores the underbelly of the world's emerging extreme music scenes; from Indonesian death metal to Chinese black metal to Iranian thrash metal. GLOBAL METAL reveals a worldwide community of metalheads who aren't just absorbing metal from the West - they're transforming it - creating a new form of cultural expression in societies dominated by conflict, corruption and mass-consumerism."
7883,The End Of America,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Based on her book of the same name, Naomi Wolf presents controversial evidence that America has begun a frightening descent into dictatorship and fascism. American democracy, as we know it, is under attack. By examining the chilling parallels between the current state of our nation and the ascent of dictators and fascism in other once-free societies, Wolf urges viewers to open their eyes to the horrors that lie ahead. From the increased use of paramilitary groups to the construction of secret prisons and the targeted suspension of the rule of law, the warning signs are all there for people to wake up and finally take notice."
7884,What Doesn't Kill You,2008,0.09090909090909091,11.0,insufficient sample,4.0,Missing,Missing,"Two childhood friends from South Boston turn to crime as a way to get by, ultimately causing a strain in their personal lives and their friendship."
7885,Linha de Passe,2008,insufficient sample,5.0,insufficient sample,1.0,Missing,Missing,"In the periphery of São Paulo, the pregnant single mother Cleuza works as maid in the apartment of a middle-class family. Each of her sons has a different unknown father: the oldest, Dênis, has a baby son that lives with his mother and he works as motorcycle courier."
7886,The Boat That Rocked,2009,0.46153846153846156,13.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"The Boat That Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate radio stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967. Also known as ""Pirate Radio""."
7887,Apollo 13: To the Edge and Back,1994,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Apollo 13: To the Edge and Back tells the gripping, true story of the catastrophic flight of the Apollo 13 and the heroic struggle to bring the astronauts back alive. With first-hand accounts from the pilots, their families, and the people of mission control, it documents a thrilling struggle against time and all odds and serves as a reminder that, in the words of James Lovell, ""We do not realize what we have on Earth until we leave it."""
7888,The Mindscape of Alan Moore,2003,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"The Mindscape of Alan Moore is a psychedelic journey into one of the world's most powerful minds; chronicling the life and work of Alan Moore, author of several acclaimed graphic novels, including ""From Hell,"" ""Watchmen"" and ""V for Vendetta."" It is the only feature film production on which Alan Moore has collaborated, with permission to use his work. Alan Moore presents the story of his development as an artist, starting with his childhood and working through to his comics career and impact on that medium, and his emerging interest in magic."
7889,17 Again,2009,0.35294117647058826,17.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all."
7890,Inglourious Basterds,2009,0.32,25.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
7891,State of Play,2009,0.375,16.0,0.3181818181818182,22.0,Missing,Missing,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out."
7892,La estrategia del caracol,1993,insufficient sample,5.0,Missing,Missing,Missing,Missing,"A group of tenants living in an old house are confronted with having to move out due to a renovation project the city has undertaken. The tenants decide to unite and come up with a strategy, but in the process—while the landlord and his aggressive attorney are chasing them—the tenants transform into the opposite of who they once were."
7894,Bab'Aziz,2005,Missing,Missing,Missing,Missing,Missing,Missing,"The story of a blind dervish named Bab'Aziz and his spirited granddaughter, Ishtar. Together they wander the desert in search of a great reunion of dervishes that takes place just once every thirty years. With faith as their only guide, the two journey for days through the expansive, barren landscape."
7895,The Damned United,2009,insufficient sample,8.0,Missing,Missing,Missing,Missing,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor."
7896,Hank and Mike,2008,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Two blue-collar Easter Bunnies get fired and try their hand at an assortment of odd jobs, failing at each. Fighting depression, debt and eventually each other, their lives start to unravel until they realize that without their job they are nothing."
7897,Crank: High Voltage,2009,Missing,Missing,Missing,Missing,Missing,Missing,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.
7898,L'inchiesta,2006,Missing,Missing,0.23076923076923078,13.0,Missing,Missing,"It is the year 33 of the Vulgar Era. The Emperor Tiberius is troubled by strange phenomena, an earthquake and the sky turning black as an eclipse. His astrologers give him fair warning: their omens indicate that the world is in the throes of a great upheaval and that old gods have been annihilated. A new kingdom is about to rise in the East. The Emperor calls Tito Valerio Tauro, the most prominent"
